Price,Close,High,Low,Open,Volume
Ticker,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
Date,,,,,
2002-08-12,13.045230865478516,13.168751410246589,12.42076123535666,12.468797119111326,11239400
2002-08-13,12.805055618286133,13.312865534256309,12.708982764518696,13.312865534256309,3756368
2002-08-14,12.630064964294434,12.757016902163599,12.499680619464463,12.757016902163599,3964016
2002-08-15,12.630064964294434,12.630064964294434,12.630064964294434,12.630064964294434,0
2002-08-16,12.959454536437988,13.03837057105279,12.763878559030626,12.969747568047248,4848904
2002-08-19,13.384918212890625,13.477558647456634,13.127581927256111,13.175617824487082,8905448
2002-08-20,14.355937004089355,14.53778865345997,13.45354462007419,13.518736286144895,18255464
2002-08-21,13.851554870605469,14.753947025658803,13.738326276797299,14.403969258766681,18690008
2002-08-22,13.522165298461914,14.126048039136537,13.405506382526887,13.93047202778656,9790960
2002-08-23,13.601080894470215,13.875572945002828,13.271690224410262,13.587356501364399,12814424
2002-08-26,13.820672988891602,13.957919000884981,13.415797672352726,13.621666690342794,8253944
2002-08-27,13.048665046691895,14.132908823588009,12.973180363294647,13.985369769640265,13764544
2002-08-28,13.474126815795898,13.642252960704315,12.732998187291303,12.8325013304327,18886336
2002-08-29,13.81037712097168,13.992227630679617,13.278548933704446,13.388346139594669,17584928
2002-08-30,13.9647798538208,14.136337345882481,13.192771139543238,13.896156856996129,28226144
2002-09-02,14.92551040649414,15.385284540629625,14.084878211185849,14.139776849688095,39154536
2002-09-03,14.62356185913086,14.946089752804212,14.29073988709642,14.946089752804212,15785200
2002-09-04,14.500040054321289,14.664734834853903,13.899588806602976,14.273583945761036,25434152
2002-09-05,14.403968811035156,14.808845182300281,14.177513724665976,14.616700552471407,14348224
2002-09-06,13.961347579956055,14.390241282013589,13.793221458170256,14.067713427487076,10984336
2002-09-09,14.558370590209961,14.753946579995688,14.012817891207664,14.105459369970164,13656184
2002-09-10,14.558370590209961,14.558370590209963,14.558370590209963,14.558370590209963,0
2002-09-11,15.014715194702148,15.224015590160933,14.75394754038157,14.829433272220497,11303688
2002-09-12,14.702478408813477,15.08676764487491,14.626992686589432,15.08676764487491,7920448
2002-09-13,13.92017936706543,14.568666665954755,13.769207892526845,14.534355157578556,8264520
2002-09-16,13.930472373962402,14.270156096813073,13.879005111497024,14.122617029920642,7619640
2002-09-17,14.860316276550293,15.076478386507747,14.067720128199195,14.067720128199195,16517320
2002-09-18,14.335347175598145,14.747085258731886,14.18094539442299,14.678462244876261,13866808
2002-09-19,14.071148872375488,14.575527384189696,13.868711195643089,14.472592865806707,14604872
2002-09-20,14.397114753723145,14.548085240191009,13.594225353190115,13.72460871716133,21109560
2002-09-23,14.273585319519043,14.661304886520156,14.033404797315598,14.54807734489441,15071736
2002-09-24,14.002521514892578,14.129473419907091,13.820669960585244,13.820669960585244,8139496
2002-09-25,14.335347175598145,14.410832909680966,13.587356743413483,13.587356743413483,13057920
2002-09-26,14.736791610717773,15.014715014659686,14.472592599553623,15.014715014659686,12918456
2002-09-27,15.028437614440918,15.501935914958445,14.863742826548888,15.028437614440916,20531680
2002-09-30,14.434850692749023,14.959816304786377,14.160358650459365,14.829433003540407,11870704
2002-10-01,14.136343002319336,14.548081148017957,13.944198324905795,14.074582699306244,17145984
2002-10-02,14.136343002319336,14.136343002319336,14.136343002319336,14.136343002319336,0
2002-10-03,14.283879280090332,14.602976908593131,14.163789011182663,14.273586247311293,15460552
2002-10-04,13.494709014892578,14.39023914096842,13.28540975711201,14.342203262905725,33943336
2002-10-07,13.549612045288086,13.885865396002082,13.402073004278442,13.587354907228956,13186408
2002-10-08,14.005951881408691,14.23583825657422,13.518728261272626,13.54617703687029,17057016
2002-10-09,13.61137580871582,14.187808731315773,13.52216567740522,14.136341468687057,14124008
