Price,Close,High,Low,Open,Volume
Ticker,LT.NS,LT.NS,LT.NS,LT.NS,LT.NS
Date,,,,,
2002-07-01,30.09189796447754,30.306888799777504,29.850448815079044,29.850448815079044,3709080
2002-07-02,30.164663314819336,30.462342052606143,30.098511853338973,30.181199760752012,2500024
2002-07-03,29.827295303344727,30.330037295798704,29.784294868770044,30.28042512212555,1910772
2002-07-04,29.711530685424805,30.048899732956855,29.645382062695365,29.94967537942527,1515924
2002-07-05,29.78429412841797,29.93313348461237,29.61891832770179,29.61891832770179,1038928
2002-07-08,30.356496810913086,30.412723559529788,29.767756819906587,30.247347763613533,1772149
2002-07-09,30.224193572998047,30.67732331985366,30.14150284483539,30.429259651988342,2892991
2002-07-10,30.14150047302246,30.296954373981983,29.767751356403735,29.850439239185526,1063845
2002-07-11,29.88352394104004,30.263887748373115,29.843833631821596,30.081975487132247,1413315
2002-07-12,30.032363891601562,30.181200424895305,29.82729776314972,30.098512515662705,1485990
2002-07-15,29.933141708374023,30.048905368454907,29.569314279066408,30.048905368454907,2159154
2002-07-16,29.810752868652344,30.01581895851803,29.43700086392795,29.43700086392795,1652139
2002-07-17,29.595760345458984,29.767753538909417,29.38077240223869,29.602377761220854,1308973
2002-07-18,29.78429412841797,29.86698202877606,29.546152294056768,29.6850697835381,1634161
2002-07-19,29.94304847717285,30.048890214437492,29.602375087237256,29.602375087237256,4430164
2002-07-22,27.899002075195312,28.725883884700043,27.79316031784987,28.725883884700043,2559451
2002-07-23,27.859310150146484,28.190064558029196,27.55170960119906,27.915539733757473,1543779
2002-07-24,27.660858154296875,27.908921826688694,27.61786056463726,27.650936288731025,1839717
2002-07-25,27.115114212036133,28.19667698369573,26.890201572502338,28.19667698369573,9698058
2002-07-26,26.989439010620117,27.320190680268873,26.873675358468013,27.022514745360027,2582338
2002-07-29,26.69175148010254,27.2804914164752,26.476763533136744,27.105193770401108,1608246
2002-07-30,26.32131576538086,27.12173654715511,26.12947879312197,27.12173654715511,1532263
2002-07-31,26.25516128540039,26.460227391192383,25.841721784922548,25.98063643508825,1588950
2002-08-01,26.01371192932129,26.410614981766013,25.964099757484338,25.964099757484338,939127
2002-08-02,26.16254997253418,26.245237867743263,25.63334403654673,25.881410561048405,1121058
2002-08-05,27.12173080444336,27.270570145752057,26.294849044685872,26.294849044685872,1788777
2002-08-06,26.982816696166992,27.105194892409358,26.47676462913138,26.93981910499397,968539
2002-08-07,27.055585861206055,27.270573842000246,26.989434403019523,27.270573842000246,884349
2002-08-08,27.115114212036133,27.882461881563618,27.03904090274894,27.121728788691698,2182081
2002-08-09,27.43594741821289,28.064377703273237,27.105195831917744,27.121732275682714,3620929
2002-08-12,27.58478355407715,28.014762269494696,27.34664175835735,27.56824711223861,2180412
2002-08-13,27.611244201660156,27.832849551542644,27.412792708807963,27.601319497861986,844686
2002-08-14,27.733619689941406,27.865919726025133,27.495477921666414,27.61785609379047,893839
2002-08-15,27.733619689941406,27.733619689941406,27.733619689941406,27.733619689941406,0
2002-08-16,28.213211059570312,28.444738256345403,27.78323238539855,27.859305688306762,2908156
2002-08-19,28.362058639526367,28.74242526487255,28.2132192784018,28.653119944872998,4380849
2002-08-20,28.5373477935791,28.593577367778824,28.3289744535347,28.444738051086887,1884010
2002-08-21,28.8515682220459,28.95740997516291,28.13052819869253,28.27936754300956,3296326
2002-08-22,29.122785568237305,29.18893701835306,28.89126117058087,29.073173400087665,4005877
2002-08-23,29.718141555786133,29.850441610974194,29.05002102516912,29.430384748412628,6834802
2002-08-26,30.554950714111328,30.836090156845483,29.860368910503595,29.860368910503595,11248938
2002-08-27,30.710407257080078,30.88570494792648,29.949676768838653,30.74348298941666,8647789
2002-08-28,30.61117172241211,30.693862450168318,30.14150269668281,30.14150269668281,4746235
2002-08-29,30.93531608581543,31.090770021087103,30.670713099185527,30.925391380146777,5962054
2002-08-30,30.373022079467773,30.594627381337517,30.124958476866215,30.34656377873596,4825647
2002-09-02,30.247343063354492,30.925385424572056,27.634395106191228,30.57809460379016,2064600
2002-09-03,29.761146545410156,30.131588495379205,29.685073214069426,29.767761123983277,3253635
2002-09-04,29.76774787902832,29.893433332619498,29.27161780141996,29.602372132783422,2993845
2002-09-05,30.098506927490234,30.28042199735204,29.72806504935046,29.78429179519445,2468727
2002-09-06,29.77766990661621,30.29695100179203,29.728057750243998,30.181187411007745,1862496
2002-09-09,29.761146545410156,29.926522365237858,29.529619262101402,29.685073214069426,921829
2002-09-10,29.761146545410156,29.761146545410156,29.761146545410156,29.761146545410156,0
2002-09-11,29.78429412841797,29.93313348461237,29.734681955978036,29.909982462281878,799830
2002-09-12,30.04889488220215,30.257268262080906,29.7346797486174,29.76775547408017,1589184
2002-09-13,29.95958709716797,31.041146946396033,29.900050234119295,30.445792510278675,2314170
2002-09-16,29.94304847717285,30.164653816137395,29.900050892412764,30.09850237548775,954940
2002-09-17,30.13157844543457,30.230805607560388,29.943048824607306,30.058812427650434,767758
2002-09-18,30.108427047729492,30.396183854178872,29.76775362602389,29.76775362602389,1567084
2002-09-19,30.04889488220215,30.20765609332394,29.76775547408017,29.76775547408017,1522656
2002-09-20,30.09189796447754,30.197739737496363,29.767760905771333,29.767760905771333,1161648
2002-09-23,30.042282104492188,30.1415064479499,29.999284510477235,30.115048137094274,893119
2002-09-24,29.569297790527344,30.081964331046173,29.314616744815417,29.916588577112446,1465078
2002-09-25,28.917724609375,29.437005919940603,28.825114833883955,29.430391341530505,2070009
2002-09-26,28.47782325744629,29.271629425756693,28.405057218872038,28.940877801918955,2245162
2002-09-27,28.09745216369629,28.65311639340538,28.031300713868045,28.610118802679324,5235849
2002-09-30,27.727012634277344,28.246293894369384,27.62778545114612,27.865927284011562,2770704
2002-10-01,27.61786460876465,27.81631614351253,27.33011059309889,27.33011059309889,956223
2002-10-02,27.61786460876465,27.61786460876465,27.61786460876465,27.61786460876465,0
2002-10-03,27.750164031982422,28.06437919117144,27.650939686383055,27.86592766109809,1258051
2002-10-04,27.82623291015625,27.998226101328925,27.700547434332403,27.932074655579882,951331
2002-10-07,28.206602096557617,28.31244385185621,27.832852922615587,28.107374918676232,1377747
2002-10-08,28.295909881591797,28.421598231612627,28.206607391945383,28.421598231612627,2341683
2002-10-09,28.45465850830078,28.643188110864298,28.289282759652465,28.438122068985432,1962693
2002-10-10,28.461278915405273,28.775491167550083,28.173522130072936,28.69280328453187,848902
2002-10-11,28.461278915405273,28.85156447414668,28.36205175245902,28.85156447414668,1389636
2002-10-14,29.94304847717285,30.048890214437492,29.479996909247177,29.645372671997343,8814321
2002-10-15,29.94304847717285,29.94304847717285,29.94304847717285,29.94304847717285,0
2002-10-16,30.17458152770996,30.240732981178226,29.943054279445516,30.240732981178226,2409858
2002-10-17,31.272672653198242,31.36528523142652,30.058809983476973,30.1646517133634,4899537
2002-10-18,31.183391571044922,31.58690936187771,30.511963403425362,31.421533497327456,3001617
2002-10-21,31.140380859375,31.256144483634735,30.693865645158585,31.256144483634735,1880032
2002-10-22,30.743473052978516,31.83495767293769,30.68724347451751,31.83495767293769,1635525
2002-10-23,30.687240600585938,30.760006613618383,30.53840412542734,30.720316319134664,1090525
2002-10-24,30.637630462646484,30.84269652452346,30.588018300988534,30.67732075974764,1062405
2002-10-25,30.69386863708496,30.908856623738146,30.263886986029043,30.263886986029043,1884136
2002-10-28,30.660783767700195,30.760008089232564,30.59463232742933,30.760008089232564,1037448
2002-10-29,31.034542083740234,31.090771676315914,30.429265593960814,30.594641404830895,1670868
2002-10-30,30.98493003845215,31.051081498628058,30.5946415333889,30.99154461669478,1123609
2002-10-31,31.183391571044922,31.2561576327772,30.90225203353435,30.90225203353435,3234775
2002-11-01,31.239591598510742,31.464504171519867,31.008064450802515,31.008064450802515,2127649
2002-11-04,31.3818302154541,31.504208418233613,31.289220450884343,31.42152052010893,461115
2002-11-05,31.944108963012695,32.14917790218001,31.29914222401329,31.42152042642794,2325154
2002-11-06,31.944108963012695,31.944108963012695,31.944108963012695,31.944108963012695,0
2002-11-07,31.537275314331055,32.142554419985515,31.431433585264003,32.142554419985515,1580611
2002-11-08,32.32447052001953,32.622149177026834,31.752267062902373,32.00033355669981,4796464
2002-11-11,32.24179458618164,32.56262438013499,32.09956978153732,32.41378499646072,1813365
2002-11-12,32.09294891357422,32.19879067393797,31.917651248131488,32.12602464111755,1793362
2002-11-13,31.801881790161133,32.31454837589685,31.66957890424608,32.1987847701582,3112983
2002-11-14,31.79528045654297,32.11611026242841,31.712592537843125,31.752280013498833,1496961
2002-11-15,31.86141014099121,32.07640087286135,31.55381251545354,31.927561572162567,1876644
2002-11-18,31.82835578918457,32.489862028292706,31.272691343218863,32.00034905790044,4090977
2002-11-19,31.82835578918457,31.82835578918457,31.82835578918457,31.82835578918457,0
2002-11-20,31.86141014099121,31.993713003333923,30.925379597072727,31.76880040845014,3215218
2002-11-21,32.2484016418457,33.63756511355491,32.19878947182022,32.99259554772579,5462640
2002-11-22,33.61441421508789,34.03447115012823,31.884577139404662,32.31455594154937,13755784
2002-11-25,32.926448822021484,34.216382349896996,32.804070614874945,34.127079870955534,11834545
2002-11-26,32.94298553466797,33.37296432708243,32.58908006608162,32.90990980619383,4445869
2002-11-27,33.14143753051758,34.19984666213117,32.59569510024224,32.909910266832604,17878828
2002-11-28,33.812862396240234,34.034467772829245,33.35642532711022,33.42257394011673,7935615
2002-11-29,33.918701171875,34.56366783499624,33.422571004099616,34.414831339650384,6705027
2002-12-02,33.78640365600586,35.35747932659756,33.59787400775998,35.35747932659756,4943533
2002-12-03,32.94298553466797,34.01793109626679,32.837143771325664,34.01793109626679,2909682
2002-12-04,32.38071060180664,33.07528962866307,31.91765602465236,31.91765602465236,2827377
2002-12-05,32.645301818847656,33.34980535919158,32.45677502149793,32.49646248294064,3419167
2002-12-06,33.21751022338867,33.32335198619861,32.6453066530759,33.07528544332765,2154298
2002-12-09,32.926448822021484,33.902167190260734,32.622155529184354,33.38288592240256,2670601
2002-12-10,32.94298553466797,33.07528560968986,32.47331643585947,32.744534002697804,1149660
2002-12-11,32.68830871582031,33.224129342114175,32.57916248802436,33.07528996382421,1602972
2002-12-12,32.71145248413086,32.870213681605456,32.52292285241125,32.870213681605456,617044
2002-12-13,32.85368347167969,33.21751081176026,32.744534417993115,32.744534417993115,2313391
2002-12-16,32.8040657043457,33.24065616689948,32.661840946016284,33.24065616689948,1658191
2002-12-17,32.3906364440918,32.909917842985685,32.307948522150916,32.909917842985685,976140
2002-12-18,33.05875778198242,33.614422216338305,32.44686374290131,32.59570314039406,9846864
2002-12-19,33.16789627075195,33.55487460622817,33.05213264732333,33.05213264732333,2943229
2002-12-20,32.9760627746582,33.52180522230988,32.83714527647424,33.23404835860732,2145852
2002-12-23,32.86029815673828,33.15135946197604,32.51300726053576,32.51300726053576,1300698
2002-12-24,33.101741790771484,33.24065642285841,32.744529086852545,32.744529086852545,1627767
2002-12-25,33.101741790771484,33.101741790771484,33.101741790771484,33.101741790771484,0
2002-12-26,33.283653259277344,33.83601011730993,32.936362458221886,33.07527707531972,8073936
2002-12-27,34.20976257324219,34.315604319638936,33.24065609126757,33.24065609126757,6796165
2002-12-30,34.84480667114258,35.026718871824265,34.33213727229264,34.563664472136516,7411014
2002-12-31,35.27479934692383,35.390560153902044,34.83820307876301,34.977120589336906,4987710
2003-01-01,35.01018142700195,35.45008195853616,34.89441783040097,35.34093293793401,2485881
2003-01-02,34.8216552734375,35.34093644625472,34.738967387496,35.059797066278804,2634268
2003-01-03,33.85255432128906,35.05980276213948,33.736790694389036,34.84481479153918,3617793
2003-01-06,33.23402786254883,34.06752665986847,33.07526672760662,33.96168495694932,3239698
2003-01-07,33.76986312866211,33.88562674427282,33.21750619782293,33.571411621740076,2724322
2003-01-08,34.45783233642578,34.69597415918462,33.654101555458844,33.77978704432471,6860502
2003-01-09,34.21638107299805,34.47436947227022,33.406038537150195,34.398296151899864,1652395
2003-01-10,33.86247253417969,34.27591482531993,33.59787242027916,34.20976337740767,1340140
2003-01-13,33.90215301513672,34.464434481773324,33.713626269281214,33.90215301513672,2794941
2003-01-14,33.99476623535156,34.067532240598986,33.654090061283526,33.6706293382253,1326222
2003-01-15,33.95178985595703,34.32553913951922,33.82940878234679,34.30900269112609,2034202
2003-01-16,33.51519775390625,34.09401321546165,33.4225851225121,33.96832768593607,2021215
2003-01-17,33.554874420166016,33.869092401050914,33.48872580634108,33.62102587286541,1466334
2003-01-20,32.82722473144531,33.65410665900912,32.72138295898818,33.521806572593874,1949940
2003-01-21,32.82722473144531,33.2009768048526,32.71146109125389,32.909912640314204,2044692
