Date,Open,High,Low,Close,Volume
2000-01-03,36.67503414359691,36.679080963134766,36.31904488542185,36.679080963134766,537560
2000-01-04,39.61196440672473,39.61600875854492,39.61196440672473,39.61600875854492,299760
2000-01-05,42.78753307016329,42.78753307016329,36.5010800313689,41.65483856201172,1820968
2000-01-06,42.71876935528931,44.49871807842637,41.909701753863374,42.439640045166016,1590960
2000-01-07,41.6669753876713,42.23332262595033,39.64430667953192,40.162109375,728416
2000-01-10,41.25435922783109,43.2851195353619,39.78185757742104,40.226844787597656,667632
2000-01-11,41.58607074144314,43.44692604699409,41.27053490083925,43.10711669921875,2003056
2000-01-12,43.68964647043122,44.49871399766143,39.66049117245605,39.66453552246094,1088072
2000-01-13,41.74788963914156,42.07151669060778,37.66209811438062,40.37247467041016,687632
2000-01-14,40.4533724334658,42.47604105513909,39.65239615309876,41.9906005859375,635584
2000-01-17,43.52783336024593,45.35227966308594,43.52783336024593,45.35227966308594,1304032
2000-01-18,46.11685679958425,48.21638837309148,44.51894816486181,46.43643951416016,2344184
2000-01-19,48.62497463022648,50.15411474277964,46.27867801745349,48.47934341430664,2619848
2000-01-20,48.37820403413474,48.37820403413474,45.79323174901055,46.30698776245117,857464
2000-01-21,47.33045487837358,47.33045487837358,44.01327769886363,44.49871826171875,732360
2000-01-24,43.6168296856419,44.49062659097649,41.36357853206717,41.64270782470703,366120
2000-01-25,41.74788930863803,42.05128966698569,39.74140259306355,41.03995513916016,729352
2000-01-26,41.03995513916016,41.03995513916016,41.03995513916016,41.03995513916016,0
2000-01-27,43.68965810410107,43.68965810410107,38.43071777675557,40.396751403808594,741040
2000-01-28,41.100632802365695,42.06342519169949,40.45337874248592,41.351444244384766,454952
2000-01-31,41.019726120738895,41.86924707590213,40.453378817296745,41.08040618896485,317448
2000-02-01,41.1815301473392,41.565837157555045,38.43070102158374,38.99300384521485,1078464
2000-02-02,40.45337965697198,42.11601257324219,40.291566138344095,42.11601257324219,718440
2000-02-03,43.68964182168307,45.20259892425029,41.67101756840193,42.00678253173828,416304
2000-02-04,41.747896103111536,42.30615482859064,40.53429447220713,41.197731018066406,253632
2000-02-07,40.21066000830252,41.49707947678859,40.21066000830252,40.92668533325195,232224
2000-02-08,41.658882796866855,44.20339584350587,41.658882796866855,44.20339584350586,971896
2000-02-09,46.92591921515157,47.65408003055909,42.07151377910141,42.81585693359375,1118936
2000-02-10,43.30533652608192,46.24225046773008,43.30533652608192,46.21797943115234,3064944
2000-02-11,47.654079517988976,49.91542434692383,47.654079517988976,49.91542434692383,3020944
2000-02-14,53.35800866532597,53.72208908836458,50.16219161865368,52.8968391418457,3395328
2000-02-15,50.56672560009279,50.80540153255658,48.6654167175293,48.6654167175293,450472
2000-02-16,49.2722176671954,49.35312442855368,44.7738037109375,44.7738037109375,147280
2000-02-17,41.2826644208335,45.21877932911591,41.19366651229395,42.83607482910156,1182056
2000-02-18,42.47605319946043,43.56829456744655,39.66049866072764,40.12975692749024,1741096
2000-02-21,40.85791183857295,41.66697939973281,39.80612400906513,41.084449768066406,989320
